age_A,age_B,height_A,height_B,reach_A,reach_B,is_orthodox_A,is_orthodox_B,is_southpaw_A,is_southpaw_B,weight_A,weight_B,won_A,won_B,lost_A,lost_B,drawn_A,drawn_B,kos_A,kos_B,result_A,result_B,result_T
20,24,168,165,170,165,1,1,0,0,130,130,28,10,0,5,1,0,22,3,1,0,0
19,22,168,168,170,177,1,1,0,0,122,122,26,17,0,3,1,0,22,3,1,0,0
19,30,168,165,170,175,1,1,0,0,124,122,22,12,0,5,1,4,19,5,1,0,0
18,21,168,170,170,170,1,1,0,0,126,126,18,26,0,4,0,2,15,19,0,0,1
17,31,168,178,170,169,1,1,0,0,127,127,16,12,0,22,0,0,13,8,1,0,0
21,37,177,180,189,187,0,0,1,1,157,159,16,23,0,1,0,0,11,15,1,0,0
25,32,188,168,194,188,1,1,0,0,171,172,24,23,1,19,0,1,20,15,1,0,0
31,23,180,188,179,194,0,0,1,1,160,160,23,22,0,0,0,0,14,18,1,0,0
23,36,188,188,194,198,1,1,0,0,160,160,21,42,0,13,0,1,17,24,1,0,0
26,30,174,169,179,168,1,1,0,0,129,129,21,23,0,1,0,0,12,13,1,0,0
30,34,169,166,168,173,1,1,0,0,130,129,22,37,1,3,0,1,12,19,1,0,0
27,30,168,170,163,170,1,1,0,0,117,117,20,21,2,1,0,0,5,14,0,1,0
26,24,173,175,170,175,0,0,1,1,140,139,15,14,0,0,0,2,12,9,1,0,0
26,25,173,170,170,171,0,0,1,1,139,139,14,11,0,0,0,1,12,9,1,0,0
25,39,173,170,170,170,0,0,1,1,144,143,12,56,0,24,0,3,10,38,1,0,0
34,24,173,173,183,170,1,1,0,0,145,145,3,5,4,0,1,0,1,4,0,1,0
29,21,169,168,170,168,1,1,0,0,118,118,4,6,0,1,0,0,2,0,1,0,0
25,28,169,157,173,165,1,1,0,0,108,108,17,22,1,2,1,1,8,12,1,0,0
25,28,169,165,173,160,1,1,0,0,111,111,16,18,1,5,1,1,8,14,1,0,0
22,20,169,163,173,164,1,1,0,0,112,113,8,3,0,9,0,0,4,2,1,0,0
28,27,173,173,178,178,0,0,1,1,140,140,15,23,0,4,1,1,5,16,0,1,0
28,26,175,173,183,178,0,0,1,1,147,147,23,23,2,3,1,1,12,16,1,0,0
25,39,175,168,178,175,1,1,0,0,134,138,18,23,2,42,0,4,9,18,1,0,0
30,23,179,175,170,178,1,1,0,0,130,130,28,15,4,1,1,0,14,9,0,1,0
21,28,175,173,178,175,1,1,0,0,130,130,11,13,0,16,0,2,8,6,1,0,0
21,28,175,165,178,168,1,1,0,0,130,132,8,5,0,2,0,1,6,0,1,0,0
21,25,175,170,178,180,1,1,0,0,128,127,5,2,0,1,0,0,4,1,1,0,0
26,27,170,175,173,183,1,1,0,0,136,134,16,12,0,1,1,1,10,6,1,0,0
25,27,170,168,173,183,1,1,0,0,141,141,13,4,0,3,1,3,7,2,1,0,0
27,23,161,174,163,177,0,0,1,1,112,112,33,11,1,1,0,0,17,8,1,0,0
27,26,188,180,184,193,1,1,0,0,168,168,6,12,0,4,0,0,5,6,1,0,0
26,29,188,178,184,188,1,1,0,0,168,166,3,5,0,6,0,2,2,4,1,0,0
26,28,189,193,191,203,1,1,0,0,200,204,22,15,1,1,0,0,10,6,1,0,0
26,27,170,175,173,175,0,0,1,1,140,136,26,37,1,17,1,2,14,26,1,0,0
25,25,178,170,183,173,1,1,0,0,134,135,32,26,3,0,0,1,13,14,1,0,0
24,26,170,175,173,173,0,0,1,1,136,136,23,34,0,7,1,2,12,21,1,0,0
23,27,170,170,173,170,0,0,1,1,136,136,22,16,0,6,1,1,12,4,1,0,0
23,30,170,175,173,178,0,0,1,1,137,137,19,28,0,10,1,3,9,24,1,0,0
22,30,170,170,173,175,0,0,1,1,138,138,16,29,0,20,1,4,7,19,1,0,0
19,27,170,168,173,168,0,0,1,1,129,129,11,7,0,4,1,3,3,1,1,0,0
19,29,170,170,173,173,0,0,1,1,130,132,10,8,0,3,1,2,3,2,1,0,0
31,28,191,187,198,188,1,1,0,0,210,247,25,15,2,3,0,0,23,9,1,0,0
29,38,191,188,198,198,1,1,0,0,222,231,23,44,1,8,0,1,21,30,1,0,0
36,29,213,191,216,198,1,1,0,0,217,316,50,22,1,1,0,0,34,21,0,1,0
28,37,191,191,198,198,1,1,0,0,215,226,21,34,1,6,0,0,20,20,1,0,0
27,27,193,191,189,198,1,1,0,0,198,197,28,20,1,1,0,0,21,19,0,1,0
23,39,191,188,198,203,1,1,0,0,199,201,9,38,0,10,0,1,9,27,1,0,0
31,31,189,182,191,184,1,1,0,0,199,200,19,27,1,3,0,0,19,21,1,0,0
29,41,189,192,191,204,1,1,0,0,199,200,15,55,0,3,0,0,15,40,1,0,0
26,25,189,177,191,177,1,1,0,0,200,199,5,7,0,7,0,1,5,2,1,0,0
26,21,165,174,169,179,1,1,0,0,130,130,32,27,1,0,0,1,17,22,1,0,0
21,31,174,170,179,178,1,1,0,0,132,131,26,23,0,4,1,2,21,17,1,0,0
21,24,174,168,179,183,1,1,0,0,133,132,24,27,0,5,1,2,19,17,1,0,0
20,26,174,175,179,183,1,1,0,0,132,132,21,20,0,1,1,0,18,16,1,0,0
30,30,173,170,174,180,1,1,0,0,153,154,21,14,0,7,1,1,7,7,1,0,0
29,26,173,169,174,171,1,1,0,0,153,154,18,5,0,0,1,0,7,4,1,0,0
26,31,183,182,180,180,1,1,0,0,168,168,22,28,0,4,0,2,13,19,1,0,0
36,31,182,182,188,180,0,0,1,1,166,167,28,28,0,3,1,2,16,19,1,0,0
28,33,182,175,180,182,1,1,0,0,166,167,23,34,3,9,2,0,15,13,1,0,0
34,27,180,182,185,180,0,0,1,1,168,168,41,20,0,1,0,2,31,14,1,0,0
26,25,179,182,184,180,1,1,0,0,171,169,12,18,3,1,0,1,5,12,0,1,0
24,23,178,168,183,172,1,1,0,0,135,135,27,25,3,0,0,0,12,17,1,0,0
26,22,180,178,183,183,1,1,0,0,136,137,21,24,0,3,0,0,18,12,0,1,0
32,23,180,180,182,182,1,1,0,0,160,162,31,17,0,1,1,0,22,9,1,0,0
29,26,180,175,182,183,1,1,0,0,160,160,28,25,0,1,0,0,20,19,1,0,0
27,35,180,178,182,185,1,1,0,0,162,159,22,17,0,5,0,3,16,4,1,0,0
24,37,180,179,182,188,1,1,0,0,163,164,15,27,0,7,0,0,12,16,1,0,0
23,26,180,175,182,180,1,1,0,0,160,161,12,7,0,1,0,0,11,6,1,0,0
23,26,180,178,182,193,1,1,0,0,163,163,11,9,0,3,0,1,10,1,1,0,0
23,29,180,173,182,188,1,1,0,0,164,164,9,8,0,6,0,0,8,4,1,0,0
23,27,180,170,185,178,1,1,0,0,139,140,22,38,0,5,0,2,15,23,1,0,0
21,27,180,180,185,182,1,1,0,0,145,145,18,18,0,4,0,0,14,12,1,0,0
19,26,180,160,185,170,1,1,0,0,141,142,13,4,0,4,0,2,12,0,1,0,0
23,30,168,165,170,170,0,0,1,1,122,121,19,14,0,7,0,0,14,6,1,0,0
31,32,175,180,182,203,1,1,0,0,160,159,30,23,7,7,0,0,12,18,1,0,0
24,29,175,178,182,180,1,1,0,0,164,168,3,15,2,4,0,1,1,6,1,0,0
29,33,179,168,184,188,1,1,0,0,164,166,14,27,1,21,0,1,12,18,1,0,0
27,27,179,185,184,193,1,1,0,0,159,160,13,19,0,2,0,2,11,9,1,0,0
26,27,179,180,184,177,1,1,0,0,159,159,10,17,0,3,0,2,9,7,1,0,0
26,26,179,183,184,185,1,1,0,0,160,159,8,28,0,4,0,1,8,26,1,0,0
26,25,179,180,184,191,1,1,0,0,161,161,6,11,0,1,0,1,6,3,1,0,0
22,33,168,163,163,160,1,1,0,0,127,130,19,17,0,5,0,1,11,10,1,0,0
21,23,168,165,163,168,1,1,0,0,125,125,15,13,0,0,0,0,10,4,1,0,0
22,23,168,165,168,165,0,0,1,1,127,127,24,10,0,4,1,0,17,3,1,0,0
28,41,165,185,169,192,1,1,0,0,136,136,34,19,2,9,0,0,18,8,1,0,0
25,26,165,166,169,173,1,1,0,0,135,134,30,26,1,25,0,1,16,21,1,0,0
23,21,165,170,169,170,1,1,0,0,130,130,26,25,0,2,0,0,14,16,1,0,0
23,33,165,168,169,170,1,1,0,0,132,135,21,9,0,18,0,1,11,8,1,0,0
22,22,201,188,211,188,1,1,0,0,249,249,17,20,0,1,0,0,11,16,1,0,0
25,28,160,163,152,165,0,0,1,1,115,115,37,14,4,0,0,0,26,7,0,1,0
28,27,163,157,165,163,0,0,1,1,115,115,13,15,0,4,0,1,7,9,1,0,0
27,23,163,165,165,165,0,0,1,1,116,117,12,9,0,2,0,0,7,3,1,0,0
27,29,163,163,165,173,0,0,1,1,114,114,11,14,0,12,0,2,6,8,1,0,0
26,40,163,165,165,157,0,0,1,1,115,117,10,39,0,10,0,2,5,32,1,0,0
26,23,163,165,165,165,0,0,1,1,116,116,9,5,0,9,0,0,5,5,1,0,0
25,26,163,175,165,193,0,0,1,1,118,119,6,4,0,7,0,0,3,1,1,0,0
30,34,171,174,168,177,0,0,1,1,129,129,20,19,0,2,0,0,14,9,1,0,0
25,25,170,180,170,183,1,1,0,0,138,139,15,13,0,6,0,1,7,5,0,1,0
22,29,170,173,170,170,1,1,0,0,134,134,8,19,0,7,0,3,2,11,1,0,0
20,29,170,175,170,165,1,1,0,0,135,137,1,1,0,5,0,2,0,0,1,0,0
27,28,174,174,175,180,0,0,1,1,147,147,26,29,2,3,0,0,14,19,0,1,0
22,29,174,170,175,175,0,0,1,1,140,141,17,19,0,3,0,0,10,5,1,0,0
21,32,174,175,175,178,0,0,1,1,139,139,16,16,0,5,0,1,9,9,1,0,0
20,23,174,180,175,188,0,0,1,1,141,143,10,8,0,2,0,0,5,6,1,0,0
19,22,174,170,175,173,0,0,1,1,144,144,8,8,0,3,0,0,3,6,1,0,0
33,34,185,188,194,193,0,0,1,1,175,176,33,23,4,4,0,0,18,17,1,0,0
33,28,185,180,194,193,0,0,1,1,174,177,32,12,4,8,0,0,18,6,1,0,0
32,28,185,182,194,185,0,0,1,1,173,173,32,23,3,4,0,1,18,14,0,1,0
28,30,183,185,180,194,1,1,0,0,168,168,25,31,0,1,0,0,13,17,1,0,0
26,40,185,188,194,191,0,0,1,1,175,175,27,27,0,5,0,0,17,19,1,0,0
26,39,185,188,194,191,0,0,1,1,174,174,26,27,0,4,0,0,17,19,1,0,0
30,24,187,185,191,194,1,1,0,0,175,174,31,22,0,0,0,0,21,15,0,1,0
23,33,185,185,194,196,0,0,1,1,175,174,21,23,0,3,0,1,15,7,1,0,0
22,34,185,175,194,183,0,0,1,1,160,160,15,49,0,4,0,1,10,31,1,0,0
20,34,185,178,194,191,0,0,1,1,162,163,11,12,0,15,0,2,7,1,1,0,0
19,22,185,175,194,27,0,0,1,1,167,168,4,2,0,1,0,1,4,2,1,0,0
24,26,165,174,177,178,1,1,0,0,114,114,22,21,0,4,0,0,12,19,1,0,0
24,22,165,163,177,173,1,1,0,0,115,113,21,18,0,0,0,1,12,14,1,0,0
31,35,186,188,191,192,1,1,0,0,199,196,46,21,2,1,1,0,33,13,1,0,0
26,24,186,193,191,188,1,1,0,0,197,197,37,16,2,3,0,1,27,8,1,0,0
28,31,192,168,191,188,1,1,0,0,179,178,15,23,0,18,0,1,12,15,1,0,0
27,32,192,173,191,184,1,1,0,0,177,178,11,13,0,8,0,1,9,7,1,0,0
29,27,173,168,170,178,1,1,0,0,126,126,23,18,1,1,0,0,19,8,1,0,0
32,31,170,171,168,165,1,1,0,0,126,126,29,30,2,4,1,2,20,13,1,0,0
29,26,164,170,165,168,1,1,0,0,122,122,39,16,1,0,0,0,28,12,1,0,0
38,29,173,182,178,182,1,1,0,0,158,157,39,21,4,9,0,0,22,13,0,1,0
25,34,182,183,182,203,1,1,0,0,153,152,17,13,5,6,0,2,10,9,1,0,0
25,25,182,175,182,180,1,1,0,0,155,154,16,20,5,3,0,0,9,12,1,0,0
29,25,175,182,180,182,1,1,0,0,154,154,12,15,7,5,0,0,6,8,0,1,0
29,24,173,182,175,182,1,1,0,0,160,159,21,14,2,4,1,0,13,8,1,0,0
26,23,177,182,175,182,1,1,0,0,154,155,15,12,1,3,0,0,12,7,1,0,0
27,22,165,165,170,165,1,1,0,0,120,123,9,12,0,3,0,1,3,7,1,0,0
28,33,175,173,180,177,1,1,0,0,146,149,18,19,0,6,0,1,16,12,1,0,0
25,44,168,170,173,175,1,1,0,0,116,116,24,26,8,14,4,1,12,12,1,0,0
22,25,168,163,173,161,1,1,0,0,115,115,14,14,8,0,2,0,8,8,0,0,1
22,23,168,164,173,165,1,1,0,0,115,115,13,15,8,1,2,0,8,10,1,0,0
36,39,187,189,204,193,1,1,0,0,247,236,33,17,3,4,1,0,25,14,1,0,0
33,42,187,196,204,207,1,1,0,0,257,270,29,39,1,4,1,0,23,26,1,0,0
33,32,178,178,183,180,1,1,0,0,155,157,33,20,3,3,0,0,22,13,1,0,0
31,25,178,173,183,183,1,1,0,0,154,154,30,21,3,3,0,1,21,12,1,0,0
26,24,179,178,183,183,1,1,0,0,150,149,17,15,3,1,0,0,10,11,1,0,0
27,27,183,180,193,185,1,1,0,0,166,165,21,13,0,0,0,1,14,12,1,0,0
26,27,183,183,193,178,1,1,0,0,166,166,20,22,0,1,0,1,14,19,1,0,0
26,26,183,178,193,178,1,1,0,0,171,171,19,14,0,0,0,0,14,8,1,0,0
24,29,183,171,193,184,1,1,0,0,165,160,11,16,0,12,0,2,8,6,1,0,0
23,36,183,175,193,188,1,1,0,0,163,164,9,15,0,13,0,1,6,5,1,0,0
23,34,170,163,173,163,1,1,0,0,122,124,20,29,2,7,0,1,15,20,1,0,0
22,26,170,165,173,168,1,1,0,0,120,121,19,23,2,0,0,2,15,15,1,0,0
21,30,170,169,173,169,1,1,0,0,120,120,18,11,1,0,0,0,15,5,1,0,0
21,32,170,157,173,163,1,1,0,0,121,121,17,25,1,15,0,3,14,15,1,0,0
20,24,170,170,173,168,1,1,0,0,118,120,16,18,0,0,0,2,13,5,0,1,0
20,29,170,167,173,168,1,1,0,0,118,119,14,17,0,1,0,3,11,8,1,0,0
19,26,170,182,173,178,1,1,0,0,118,118,11,13,0,7,0,4,9,11,1,0,0
19,26,170,163,173,178,1,1,0,0,117,117,10,11,0,2,0,1,8,9,1,0,0
18,26,170,165,173,165,1,1,0,0,118,118,2,6,0,3,0,0,2,3,1,0,0
24,26,173,175,170,177,1,1,0,0,140,140,16,11,0,0,0,0,10,5,1,0,0
23,28,173,173,170,188,1,1,0,0,143,143,12,9,0,0,0,1,9,6,1,0,0
22,23,170,173,168,183,1,1,0,0,122,122,15,16,0,3,0,2,6,9,1,0,0
19,21,170,165,168,178,1,1,0,0,118,120,6,2,0,1,0,0,2,0,1,0,0
19,27,170,163,168,168,1,1,0,0,123,124,4,1,0,1,0,0,2,0,1,0,0
18,18,170,165,168,170,1,1,0,0,121,119,1,0,0,2,0,0,0,0,1,0,0
26,25,169,168,173,183,1,1,0,0,136,136,25,30,1,6,0,2,17,18,1,0,0
25,23,169,175,173,180,1,1,0,0,136,137,24,29,1,4,0,1,16,16,1,0,0
22,27,169,178,173,175,1,1,0,0,135,135,20,16,0,0,0,0,12,13,1,0,0
22,34,169,175,173,178,1,1,0,0,137,137,17,19,0,10,0,1,11,12,1,0,0
20,30,169,170,173,185,1,1,0,0,137,136,10,10,0,5,0,1,6,9,1,0,0
20,21,169,178,173,178,1,1,0,0,136,135,7,5,0,0,0,0,4,1,1,0,0
31,37,187,182,183,188,0,0,1,1,168,166,28,29,0,0,0,1,23,16,1,0,0
27,28,178,182,183,180,1,1,0,0,154,156,14,18,0,4,0,2,8,14,1,0,0
36,28,172,175,171,178,1,1,0,0,122,122,30,21,9,4,0,1,9,12,1,0,0
23,26,171,172,179,171,1,1,0,0,118,118,11,10,2,3,0,0,5,2,1,0,0
31,23,192,188,194,190,0,0,1,1,252,229,1,0,0,0,0,0,1,0,1,0,0
27,33,164,162,160,170,0,0,1,1,105,105,17,19,4,7,5,2,6,3,0,0,1
27,30,179,173,182,180,1,1,0,0,135,135,29,23,2,1,1,1,22,15,1,0,0
30,30,163,170,170,165,1,1,0,0,128,125,22,14,3,7,0,2,15,12,1,0,0
28,32,163,163,170,163,1,1,0,0,122,122,21,29,2,4,0,0,14,20,1,0,0
27,32,163,157,170,163,1,1,0,0,122,121,19,25,2,16,0,3,12,15,1,0,0
23,32,163,168,170,168,1,1,0,0,123,122,12,35,0,29,0,1,7,18,0,1,0
23,35,163,165,170,173,1,1,0,0,121,122,11,51,0,7,0,0,6,30,1,0,0
22,31,163,170,170,170,1,1,0,0,122,121,8,5,0,1,0,1,5,2,1,0,0
22,32,163,163,170,173,1,1,0,0,122,122,7,8,0,15,0,0,4,1,1,0,0
27,35,175,180,178,188,1,1,0,0,151,150,17,12,4,4,2,0,5,9,1,0,0
25,24,175,178,178,188,1,1,0,0,147,147,15,21,4,2,1,0,5,13,1,0,0
25,35,175,180,178,183,1,1,0,0,146,145,12,48,4,44,1,2,4,39,1,0,0
26,23,175,175,177,178,1,1,0,0,143,143,15,8,0,3,0,1,10,4,1,0,0
18,21,178,175,183,178,1,1,0,0,154,154,2,3,0,0,2,0,1,1,1,0,0
20,33,175,168,178,173,1,1,0,0,158,166,0,4,0,39,0,5,0,1,1,0,0
24,21,160,157,185,159,1,1,0,0,105,104,8,10,3,1,2,2,4,5,1,0,0
21,24,157,160,159,185,1,1,0,0,105,104,10,8,1,3,1,1,5,4,0,0,1
28,35,175,178,175,188,1,1,0,0,153,148,16,26,0,5,0,0,6,15,1,0,0
27,29,180,175,185,175,0,0,1,1,128,130,12,14,0,3,0,0,6,8,1,0,0
27,22,180,171,185,175,0,0,1,1,130,127,11,5,0,4,0,1,6,0,1,0,0
26,27,180,165,185,175,0,0,1,1,123,123,8,16,0,12,0,2,4,7,1,0,0
24,32,193,180,198,183,0,0,1,1,167,168,19,16,0,1,1,0,13,11,1,0,0
23,29,193,178,198,177,0,0,1,1,168,167,17,14,0,1,1,0,12,7,1,0,0
21,23,170,170,175,183,1,1,0,0,135,134,14,5,0,12,0,1,10,4,1,0,0
29,29,170,170,175,173,1,1,0,0,137,139,18,14,0,17,0,0,10,8,1,0,0
28,33,170,170,175,170,1,1,0,0,135,135,16,26,0,11,0,1,9,9,1,0,0
25,28,165,163,170,160,1,1,0,0,122,123,20,16,1,0,0,0,11,9,1,0,0
22,36,165,165,170,175,1,1,0,0,123,122,15,30,0,7,0,2,9,21,1,0,0
21,20,165,161,170,168,1,1,0,0,121,120,4,6,0,0,0,0,3,4,1,0,0
24,28,183,178,183,183,1,1,0,0,160,162,10,23,0,3,0,0,9,13,1,0,0
28,28,170,168,182,188,1,1,0,0,159,161,23,20,3,9,0,0,17,13,1,0,0
27,32,170,180,182,187,1,1,0,0,159,159,22,26,3,5,0,1,16,12,1,0,0
27,37,170,180,182,190,1,1,0,0,162,160,21,11,3,5,0,1,15,6,1,0,0
21,33,170,175,182,183,1,1,0,0,172,172,15,47,1,15,0,2,11,26,1,0,0
31,31,183,183,180,183,1,1,0,0,167,167,24,19,2,7,1,1,15,9,1,0,0
31,35,183,180,180,185,1,1,0,0,166,168,23,26,2,11,1,0,14,16,1,0,0
30,28,178,183,187,180,1,1,0,0,159,160,14,14,1,0,0,1,10,10,1,0,0
26,36,183,175,180,193,1,1,0,0,168,166,6,10,0,26,1,0,5,2,1,0,0
28,27,182,191,178,188,1,1,0,0,153,153,34,23,1,1,1,1,21,13,1,0,0
26,29,191,178,188,178,1,1,0,0,153,153,20,32,1,2,1,0,12,16,1,0,0
25,26,191,183,188,183,1,1,0,0,152,154,19,26,1,3,1,2,11,19,1,0,0
23,27,191,175,188,170,1,1,0,0,148,149,13,15,0,9,1,3,8,9,1,0,0
21,35,191,170,188,178,1,1,0,0,145,143,10,9,0,27,1,2,6,4,1,0,0
22,26,168,170,184,170,0,0,1,1,127,127,14,6,0,2,0,3,9,4,1,0,0
21,33,168,170,184,173,0,0,1,1,127,128,9,19,0,12,0,1,6,12,1,0,0
26,27,170,164,173,165,1,1,0,0,118,119,22,18,2,8,0,3,18,4,1,0,0
25,25,170,170,173,173,1,1,0,0,115,114,14,21,0,2,0,0,1,18,0,1,0
25,26,170,158,173,165,1,1,0,0,114,114,20,21,2,6,0,1,17,12,1,0,0
24,25,170,158,173,165,1,1,0,0,114,114,19,20,1,5,0,1,17,12,1,0,0
30,29,169,171,178,179,0,0,1,1,130,130,28,39,2,3,2,0,21,23,1,0,0
28,29,171,175,179,177,1,1,0,0,131,131,36,26,3,7,0,1,21,21,1,0,0
27,33,171,165,179,173,1,1,0,0,127,124,35,25,2,3,0,0,21,8,1,0,0
27,26,171,171,179,170,1,1,0,0,125,125,35,15,1,0,0,0,21,8,0,1,0
26,28,171,170,179,168,1,1,0,0,126,126,33,32,1,3,0,0,20,23,1,0,0
27,23,170,171,175,179,0,0,1,1,126,126,35,21,1,0,1,0,15,11,1,0,0
21,30,171,168,179,173,1,1,0,0,129,129,14,20,0,12,0,3,9,13,1,0,0
30,34,187,191,188,208,1,1,0,0,238,240,19,29,4,4,0,1,13,14,1,0,0
29,32,187,193,188,206,1,1,0,0,242,232,16,35,4,0,0,1,10,12,1,0,0
36,26,191,187,201,188,1,1,0,0,244,273,41,12,8,0,0,0,31,7,0,1,0
24,38,187,188,188,201,1,1,0,0,254,216,7,26,0,17,0,1,4,11,1,0,0
24,23,187,188,188,180,1,1,0,0,255,236,4,7,0,0,0,0,1,2,1,0,0
26,29,183,185,192,197,1,1,0,0,168,168,17,20,0,1,0,1,10,13,1,0,0
24,35,183,175,192,175,1,1,0,0,162,158,11,11,0,9,0,3,7,4,1,0,0
22,24,183,178,192,191,1,1,0,0,165,158,1,0,0,0,0,0,1,0,1,0,0
23,24,170,170,172,170,1,1,0,0,133,137,5,3,0,5,0,2,2,1,1,0,0
