age_A,age_B,height_A,height_B,reach_A,reach_B,is_orthodox_A,is_orthodox_B,is_southpaw_A,is_southpaw_B,weight_A,weight_B,won_A,won_B,lost_A,lost_B,drawn_A,drawn_B,kos_A,kos_B,result_A,result_B,result_T
28,29,175,165,175,170,1,1,0,0,122,121,21,26,0,13,0,0,15,13,1,0,0
36,38,187,191,191,198,1,1,0,0,221,243,48,34,2,9,0,1,29,23,1,0,0
35,33,187,194,191,208,1,1,0,0,222,235,46,39,2,7,0,1,28,31,1,0,0
35,30,187,185,191,191,1,1,0,0,225,202,45,36,2,2,0,0,28,18,1,0,0
40,34,201,187,201,191,1,1,0,0,216,243,42,44,2,1,0,0,39,28,1,0,0
34,37,187,198,191,203,1,1,0,0,215,285,43,35,1,8,0,1,28,29,1,0,0
33,38,187,201,191,218,1,1,0,0,217,261,41,46,1,3,0,0,27,34,1,0,0
32,26,187,191,191,193,1,1,0,0,199,200,36,20,1,0,0,0,24,14,1,0,0
31,33,187,183,191,191,1,1,0,0,198,199,33,26,1,2,0,1,22,24,1,0,0
29,31,187,181,191,180,1,1,0,0,174,175,30,25,0,2,0,0,21,18,1,0,0
28,29,187,181,191,180,1,1,0,0,174,174,28,23,0,1,0,0,20,17,1,0,0
24,25,175,175,175,185,1,1,0,0,155,156,15,7,3,4,1,0,8,4,1,0,0
21,30,175,165,175,178,1,1,0,0,149,150,11,26,2,25,1,1,5,22,1,0,0
20,30,175,178,175,188,1,1,0,0,149,146,8,8,2,3,1,1,3,5,1,0,0
19,31,175,170,175,175,1,1,0,0,146,146,5,32,2,26,1,5,2,20,1,0,0
23,19,182,175,180,175,1,1,0,0,147,147,10,5,0,2,0,0,7,2,0,0,1
27,32,183,170,180,185,1,1,0,0,154,149,9,5,0,6,1,2,5,4,0,0,1
27,31,183,168,180,170,1,1,0,0,152,152,7,4,0,3,1,2,4,1,1,0,0
27,20,183,193,180,201,1,1,0,0,153,152,7,7,0,0,0,0,4,3,0,0,1
29,23,177,178,194,183,1,1,0,0,158,158,22,12,2,3,1,1,21,4,0,1,0
24,34,177,183,194,188,1,1,0,0,157,156,19,20,0,19,1,2,19,13,1,0,0
20,17,165,160,178,165,1,1,0,0,110,110,2,0,0,0,0,0,2,0,1,0,0
24,27,174,168,183,165,1,1,0,0,131,130,11,8,0,1,0,0,7,3,1,0,0
23,24,174,178,183,178,1,1,0,0,130,130,9,8,0,3,0,1,5,3,1,0,0
22,34,174,168,183,170,1,1,0,0,131,134,6,8,0,6,0,0,2,2,1,0,0
22,21,174,170,183,175,1,1,0,0,131,129,5,3,0,4,0,3,2,2,1,0,0
22,21,174,165,183,170,1,1,0,0,134,134,4,3,0,6,0,1,2,2,1,0,0
22,32,174,173,183,175,1,1,0,0,134,134,3,0,0,2,0,0,2,0,1,0,0
22,26,175,170,175,168,1,1,0,0,129,129,12,12,0,1,0,1,10,7,1,0,0
25,34,188,173,202,179,1,1,0,0,211,211,2,2,0,0,0,1,2,1,1,0,0
32,31,171,170,182,168,1,1,0,0,139,140,18,16,2,0,0,1,7,10,0,1,0
31,31,175,171,177,182,1,1,0,0,140,140,32,18,0,1,0,0,23,7,1,0,0
26,30,168,171,168,182,1,1,0,0,140,140,17,15,0,1,0,0,11,7,0,1,0
30,28,171,168,182,180,1,1,0,0,140,140,14,16,1,10,0,0,7,5,1,0,0
29,38,171,175,182,175,1,1,0,0,140,140,13,30,1,7,0,1,6,17,1,0,0
27,29,165,171,168,182,1,1,0,0,143,144,29,13,2,0,0,0,19,6,1,0,0
29,23,171,170,182,175,1,1,0,0,141,142,12,10,0,1,0,2,6,3,1,0,0
23,25,173,175,175,176,1,1,0,0,139,140,12,16,1,1,1,1,10,11,1,0,0
34,32,188,191,196,193,1,1,0,0,248,247,22,34,1,2,1,0,20,30,1,0,0
32,34,188,193,196,206,1,1,0,0,238,255,19,20,1,0,1,0,18,15,1,0,0
32,39,188,191,196,202,1,1,0,0,239,258,18,15,1,31,1,1,17,10,1,0,0
29,42,188,185,196,185,1,1,0,0,248,229,13,18,1,14,0,2,13,8,1,0,0
28,41,188,178,196,183,1,1,0,0,242,216,12,15,1,4,0,1,12,6,1,0,0
28,22,188,180,196,188,1,1,0,0,245,270,12,11,0,15,0,0,12,9,0,1,0
31,28,175,180,177,183,1,1,0,0,140,140,31,24,0,3,0,0,22,19,1,0,0
31,24,175,178,177,178,1,1,0,0,140,140,30,27,0,2,0,1,22,14,1,0,0
30,32,175,183,177,180,1,1,0,0,139,140,29,25,0,1,0,0,21,21,1,0,0
28,31,175,178,177,180,1,1,0,0,142,146,25,18,0,7,0,1,18,5,1,0,0
28,34,175,171,177,173,1,1,0,0,144,144,24,24,0,8,0,0,17,14,1,0,0
28,30,175,174,177,178,1,1,0,0,140,140,23,27,0,9,0,1,16,18,1,0,0
28,33,175,170,177,175,1,1,0,0,142,141,22,25,0,9,0,0,15,13,1,0,0
27,33,175,180,177,191,1,1,0,0,142,141,21,48,0,10,0,1,14,31,1,0,0
27,28,175,170,177,175,1,1,0,0,142,139,19,17,0,2,0,0,13,5,1,0,0
26,35,175,173,177,180,1,1,0,0,143,140,16,21,0,9,0,1,10,12,1,0,0
25,23,175,178,177,180,1,1,0,0,142,141,11,6,0,8,0,3,9,2,1,0,0
25,26,175,178,177,183,1,1,0,0,143,144,10,8,0,3,0,0,9,4,1,0,0
22,31,168,165,173,170,1,1,0,0,118,117,18,12,0,2,0,2,10,5,1,0,0
28,24,168,175,168,170,0,0,1,1,131,130,17,9,2,5,2,1,6,4,1,0,0
28,31,168,168,168,168,0,0,1,1,131,129,16,7,1,14,2,1,6,1,1,0,0
20,23,173,168,183,168,0,0,1,1,130,139,0,0,4,0,0,0,0,0,1,0,0
22,22,164,158,169,164,1,1,0,0,107,107,12,9,0,0,0,0,7,9,0,1,0
21,24,173,170,170,170,0,0,1,1,132,134,3,3,0,3,0,1,1,1,1,0,0
34,25,164,165,177,169,1,1,0,0,112,112,12,14,0,0,0,0,5,9,1,0,0
34,27,164,160,177,166,1,1,0,0,112,112,11,33,0,6,0,2,5,19,1,0,0
32,22,164,163,177,58,1,1,0,0,115,115,4,9,0,10,0,3,2,3,1,0,0
27,36,170,170,170,180,1,1,0,0,147,146,11,12,0,11,0,4,9,8,1,0,0
25,23,170,175,170,180,1,1,0,0,148,150,2,2,0,0,0,0,1,1,1,0,0
34,26,163,152,174,154,1,1,0,0,112,112,34,12,2,1,3,1,22,8,1,0,0
27,36,178,178,185,180,0,0,1,1,160,160,17,23,0,9,0,0,12,13,1,0,0
25,32,178,178,185,188,0,0,1,1,157,156,8,5,0,4,0,1,5,4,1,0,0
24,31,178,180,185,191,0,0,1,1,161,162,1,2,0,0,0,0,1,1,1,0,0
24,21,180,180,191,185,1,1,0,0,176,176,1,2,0,0,0,1,1,2,1,0,0
24,28,180,171,188,183,1,1,0,0,148,148,7,11,0,3,0,0,6,4,1,0,0
35,27,180,173,184,183,1,1,0,0,179,177,27,24,0,11,0,0,17,15,1,0,0
33,35,180,178,184,180,1,1,0,0,174,173,23,20,0,6,0,2,15,16,1,0,0
32,29,180,178,184,173,1,1,0,0,175,173,20,15,0,6,0,2,13,6,1,0,0
30,34,180,180,184,182,1,1,0,0,176,174,14,14,0,9,0,0,9,11,1,0,0
24,37,188,183,178,183,0,0,1,1,200,201,12,9,0,3,0,0,9,4,1,0,0
26,32,180,173,184,184,0,0,1,1,199,193,15,13,1,7,0,1,10,7,1,0,0
31,25,185,180,191,184,1,1,0,0,199,196,36,13,3,1,0,0,18,10,0,1,0
33,31,161,160,170,168,1,1,0,0,112,112,48,29,7,2,0,1,29,25,1,0,0
33,31,161,160,170,165,1,1,0,0,112,111,47,35,7,2,0,3,28,22,1,0,0
32,28,161,155,170,160,1,1,0,0,112,112,44,33,7,6,0,1,27,18,1,0,0
34,32,162,161,161,170,0,0,1,1,112,112,82,43,3,6,1,0,43,26,1,0,0
29,26,161,159,170,167,1,1,0,0,108,108,32,26,5,6,0,5,17,16,1,0,0
28,28,161,168,170,168,1,1,0,0,108,108,29,26,5,6,0,1,15,20,1,0,0
26,28,161,159,170,161,1,1,0,0,108,108,22,26,5,13,0,1,12,15,1,0,0
24,24,161,153,170,158,1,1,0,0,108,108,15,15,5,3,0,1,9,10,1,0,0
24,35,161,165,170,170,1,1,0,0,111,111,12,32,5,6,0,1,7,29,1,0,0
22,24,160,161,165,170,1,1,0,0,108,108,14,12,0,4,1,0,10,7,1,0,0
20,22,168,161,160,170,1,1,0,0,109,108,4,8,2,1,0,0,1,5,1,0,0
19,21,160,161,165,170,1,1,0,0,109,107,6,5,0,0,1,0,4,2,1,0,0
21,18,161,165,170,165,1,1,0,0,109,109,4,0,0,0,0,0,1,0,1,0,0
30,33,175,180,178,183,1,1,0,0,148,147,16,29,2,7,1,0,12,21,1,0,0
27,28,175,160,178,170,1,1,0,0,141,145,9,5,0,8,0,2,7,0,1,0,0
26,31,192,188,193,191,0,0,1,1,231,230,19,17,1,1,0,0,14,14,1,0,0
22,23,178,178,185,183,1,1,0,0,144,143,7,10,0,1,1,1,3,9,1,0,0
30,29,191,193,193,201,1,1,0,0,228,245,33,18,2,1,0,0,29,14,1,0,0
28,31,168,172,172,164,1,1,0,0,143,143,34,19,2,1,0,0,24,14,1,0,0
22,29,168,168,172,174,1,1,0,0,135,138,22,22,0,6,0,0,15,14,1,0,0
31,41,182,185,185,191,0,0,1,1,200,222,27,29,6,29,1,1,16,16,1,0,0
24,37,173,163,174,168,0,0,1,1,127,124,14,36,1,28,0,2,11,28,1,0,0
24,26,173,168,174,173,0,0,1,1,126,126,14,22,0,1,0,0,11,18,0,1,0
27,36,175,185,183,208,1,1,0,0,160,161,12,10,0,26,0,1,9,7,1,0,0
26,33,175,175,183,177,1,1,0,0,160,165,9,2,0,5,0,0,6,1,1,0,0
19,22,168,165,173,178,1,1,0,0,121,120,4,2,0,4,0,1,1,0,1,0,0
29,31,178,178,187,165,1,1,0,0,159,157,13,15,0,0,0,0,10,7,1,0,0
28,31,178,178,187,193,1,1,0,0,160,159,5,3,0,18,0,2,5,3,1,0,0
26,38,178,178,187,178,1,1,0,0,164,168,3,5,0,9,0,0,3,1,1,0,0
24,25,168,168,164,169,1,1,0,0,115,115,28,19,3,4,0,1,18,12,1,0,0
28,22,163,168,173,169,1,1,0,0,115,115,27,14,1,2,0,1,16,9,1,0,0
34,22,166,168,164,169,0,0,1,1,114,115,33,13,2,1,1,1,27,9,1,0,0
31,21,166,168,170,169,1,1,0,0,116,116,35,11,4,1,1,1,26,8,0,1,0
26,27,168,165,170,168,1,1,0,0,132,132,20,24,0,12,0,2,5,16,1,0,0
20,35,168,170,170,173,1,1,0,0,128,128,9,19,0,12,0,0,4,4,1,0,0
19,23,168,170,170,163,1,1,0,0,125,125,6,3,0,1,0,0,3,0,1,0,0
36,32,198,202,206,208,1,1,0,0,251,247,58,27,3,0,0,0,50,15,1,0,0
32,37,202,203,208,208,1,1,0,0,247,256,26,49,0,4,0,0,14,44,1,0,0
31,34,202,188,208,193,1,1,0,0,248,248,25,21,0,8,0,4,13,10,1,0,0
30,29,202,183,208,188,1,1,0,0,259,260,22,34,0,14,0,1,10,21,1,0,0
24,31,173,175,180,189,1,1,0,0,140,140,20,15,1,1,2,0,10,7,1,0,0
21,26,173,175,180,188,1,1,0,0,135,136,13,6,0,2,1,0,7,3,1,0,0
21,24,173,168,180,169,1,1,0,0,136,133,12,24,0,4,1,0,6,14,1,0,0
21,22,173,178,180,178,1,1,0,0,136,135,11,6,0,3,1,1,5,2,1,0,0
20,23,173,180,180,183,1,1,0,0,136,135,10,10,0,3,1,0,5,4,1,0,0
20,31,173,165,180,168,1,1,0,0,135,137,8,7,0,12,1,1,3,0,1,0,0
28,37,170,173,178,185,1,1,0,0,134,135,23,33,0,16,0,6,18,19,1,0,0
27,20,170,174,178,178,1,1,0,0,150,150,18,8,0,6,0,1,15,6,1,0,0
26,25,170,170,178,183,1,1,0,0,136,136,13,4,0,2,0,0,11,2,1,0,0
29,38,191,198,192,203,1,1,0,0,244,235,10,24,0,4,0,0,7,13,1,0,0
28,27,191,188,192,192,1,1,0,0,262,242,5,9,0,3,0,1,3,2,1,0,0
24,36,170,170,183,170,1,1,0,0,134,138,13,28,0,19,0,1,10,11,1,0,0
22,30,170,168,183,180,1,1,0,0,134,135,7,5,0,2,0,1,5,2,1,0,0
26,24,185,180,197,193,1,1,0,0,169,168,10,10,0,0,0,0,7,6,1,0,0
24,34,179,168,188,174,1,1,0,0,140,140,17,29,0,9,0,0,14,16,1,0,0
24,26,179,178,188,182,1,1,0,0,140,138,16,25,0,2,0,0,14,18,1,0,0
24,23,179,171,188,177,1,1,0,0,140,139,15,19,0,2,0,0,13,16,1,0,0
22,27,179,175,188,183,1,1,0,0,140,138,8,16,0,2,0,0,7,7,1,0,0
27,21,165,162,169,166,1,1,0,0,112,112,19,18,1,1,0,1,11,6,1,0,0
35,40,193,192,193,206,0,0,1,1,257,244,32,26,9,20,0,3,30,21,1,0,0
25,32,206,193,216,193,1,1,0,0,241,274,21,29,0,7,0,0,15,28,1,0,0
27,35,193,180,193,193,0,0,1,1,244,231,23,11,4,14,0,1,22,9,1,0,0
27,27,193,183,193,188,0,0,1,1,244,245,22,32,4,10,0,1,21,19,1,0,0
27,36,193,188,193,198,0,0,1,1,245,257,21,34,4,36,0,2,20,29,1,0,0
25,38,193,180,193,203,0,0,1,1,249,211,8,15,0,33,0,4,8,7,1,0,0
24,43,193,193,193,206,0,0,1,1,255,240,4,1,0,6,0,1,4,1,1,0,0
20,26,170,165,170,168,1,1,0,0,119,119,20,15,0,1,2,0,13,7,1,0,0
25,25,165,174,168,178,1,1,0,0,119,119,11,20,1,3,0,0,4,18,1,0,0
22,17,165,170,168,175,1,1,0,0,119,119,1,2,0,1,0,2,1,1,1,0,0
27,38,180,183,180,186,1,1,0,0,187,187,14,28,0,44,0,4,11,17,1,0,0
35,19,164,159,164,171,1,1,0,0,112,111,7,15,1,2,0,0,2,10,1,0,0
33,33,164,158,164,157,1,1,0,0,112,112,5,28,0,0,0,2,1,13,1,0,0
28,32,168,175,170,183,1,1,0,0,136,136,32,22,2,12,0,1,24,14,1,0,0
26,31,168,168,170,168,1,1,0,0,134,133,29,7,1,12,0,1,21,1,1,0,0
22,26,168,178,170,191,1,1,0,0,136,136,13,5,1,3,0,0,11,4,1,0,0
21,36,168,163,170,173,1,1,0,0,135,133,12,9,1,31,0,0,10,1,1,0,0
20,22,168,173,170,173,1,1,0,0,133,135,2,1,1,2,0,0,2,0,1,0,0
20,23,173,178,170,178,1,1,0,0,129,129,10,5,0,2,1,1,7,2,1,0,0
18,24,173,168,170,173,1,1,0,0,127,126,1,1,0,1,0,0,1,0,1,0,0
35,27,179,183,183,185,1,1,0,0,178,178,31,16,5,0,1,0,18,13,1,0,0
25,28,183,183,185,188,1,1,0,0,177,173,12,12,0,3,0,0,11,5,1,0,0
27,26,170,169,180,169,0,0,1,1,123,123,6,5,2,1,0,0,1,4,0,1,0
24,25,169,163,169,173,1,1,0,0,122,121,3,4,1,4,0,0,3,0,1,0,0
20,25,180,170,182,172,1,1,0,0,153,150,6,8,0,22,0,0,3,7,1,0,0
33,43,198,185,208,188,1,1,0,0,221,246,16,22,0,1,0,0,11,16,0,0,1
42,35,185,183,188,189,0,0,1,1,232,233,20,18,1,2,0,0,15,10,1,0,0
41,38,185,201,188,210,0,0,1,1,229,240,19,14,0,1,0,0,14,6,1,0,0
41,37,185,193,188,203,0,0,1,1,226,249,18,26,0,17,0,2,14,11,1,0,0
40,35,185,188,188,193,0,0,1,1,234,247,17,21,0,13,0,4,13,10,1,0,0
40,30,185,193,188,188,0,0,1,1,236,206,16,23,0,15,0,1,12,11,1,0,0
39,36,185,185,188,201,0,0,1,1,226,211,15,32,0,12,0,1,11,28,1,0,0
39,36,185,191,188,198,0,0,1,1,223,227,14,33,0,7,0,1,11,22,1,0,0
38,36,185,188,188,188,0,0,1,1,217,226,12,21,0,9,0,2,9,12,1,0,0
38,32,185,193,188,208,0,0,1,1,223,235,11,11,0,6,0,0,8,5,1,0,0
27,18,165,161,169,165,1,1,0,0,112,112,20,15,1,0,0,0,12,6,1,0,0
29,32,177,175,175,180,1,1,0,0,147,147,31,19,6,2,0,1,18,4,1,0,0
29,28,170,177,175,175,1,1,0,0,145,147,33,30,3,5,0,0,30,18,1,0,0
23,29,177,175,175,174,1,1,0,0,140,140,22,23,2,3,0,0,13,15,0,1,0
20,21,170,177,185,175,1,1,0,0,135,135,12,16,1,1,1,0,3,9,1,0,0
20,24,177,180,175,183,1,1,0,0,128,130,12,16,1,2,0,1,8,4,1,0,0
19,23,177,173,175,168,1,1,0,0,134,134,5,6,1,1,0,1,4,5,1,0,0
33,33,166,170,166,173,1,1,0,0,118,117,28,34,4,8,0,1,22,25,1,0,0
29,30,166,168,166,175,1,1,0,0,118,118,27,19,1,0,0,0,22,14,0,1,0
28,34,175,180,178,183,0,0,1,1,150,150,30,34,5,13,2,2,23,13,1,0,0
23,32,175,180,178,188,0,0,1,1,142,142,27,29,2,4,1,1,21,19,1,0,0
23,38,175,170,178,178,0,0,1,1,140,139,26,33,2,5,1,1,21,25,1,0,0
22,33,175,175,178,178,0,0,1,1,144,144,24,46,2,5,1,1,19,29,1,0,0
22,29,175,178,178,178,0,0,1,1,140,140,23,21,1,2,1,2,18,10,1,0,0
21,31,175,180,178,191,0,0,1,1,140,140,22,22,1,2,1,0,17,13,1,0,0
21,34,175,175,178,188,0,0,1,1,144,142,20,31,1,12,1,0,15,25,1,0,0
20,33,175,171,178,173,0,0,1,1,143,143,18,24,1,7,1,0,13,14,1,0,0
20,31,175,178,178,196,0,0,1,1,143,143,17,9,1,5,1,1,12,5,1,0,0
19,22,175,175,178,178,0,0,1,1,142,142,16,12,1,0,0,0,11,8,0,0,1
19,20,175,173,178,178,0,0,1,1,139,139,11,11,1,0,0,0,7,7,1,0,0
18,19,175,175,178,190,0,0,1,1,136,137,5,1,0,3,0,0,3,1,1,0,0
17,28,175,175,178,178,0,0,1,1,137,138,2,2,0,1,0,0,1,2,1,0,0
27,27,168,165,168,173,1,1,0,0,125,127,18,8,3,1,0,0,10,6,0,0,1
24,33,180,175,178,173,1,1,0,0,148,147,21,17,0,3,0,1,19,12,1,0,0
43,22,165,180,168,178,1,1,0,0,148,150,26,15,15,0,1,0,17,14,0,1,0
26,29,161,157,166,163,1,1,0,0,115,114,13,16,3,5,0,1,4,9,1,0,0
23,24,163,161,168,166,1,1,0,0,115,115,16,9,2,1,4,0,8,3,1,0,0
25,33,188,173,203,184,1,1,0,0,195,193,16,16,0,9,0,1,11,9,1,0,0
36,33,188,173,197,174,1,1,0,0,196,184,25,24,4,16,0,3,23,14,1,0,0
36,33,188,179,197,188,1,1,0,0,198,181,23,18,3,7,0,2,21,16,1,0,0
32,42,188,183,197,185,1,1,0,0,197,197,9,17,1,11,0,1,8,10,1,0,0
24,31,182,188,180,197,1,1,0,0,212,237,11,9,0,0,0,0,10,8,1,0,0
18,23,171,173,177,173,0,0,1,1,136,137,1,3,0,3,0,1,1,1,1,0,0
27,30,175,170,178,174,1,1,0,0,130,129,16,14,2,3,3,0,6,11,1,0,0
27,27,175,178,178,178,1,1,0,0,132,132,15,14,1,4,3,1,6,5,1,0,0
25,28,175,170,178,178,1,1,0,0,130,130,11,11,1,1,3,2,5,8,1,0,0
25,27,175,173,178,178,1,1,0,0,130,130,10,14,1,1,3,0,5,7,1,0,0
27,25,168,175,165,178,1,1,0,0,131,131,8,8,0,1,0,3,3,4,0,1,0
22,29,179,177,183,180,1,1,0,0,151,151,3,22,0,3,0,0,3,13,1,0,0
22,28,179,173,183,180,1,1,0,0,147,146,0,2,0,4,0,0,0,2,1,0,0
24,32,183,183,188,193,1,1,0,0,175,170,6,4,0,1,0,0,4,2,1,0,0
29,21,160,161,165,166,0,0,1,1,105,105,23,27,0,0,0,0,12,16,0,0,1
27,30,191,188,213,188,1,1,0,0,230,226,14,25,0,9,0,0,6,18,1,0,0
27,28,191,191,213,188,1,1,0,0,225,244,13,25,0,1,0,1,6,18,1,0,0
32,26,193,191,208,213,1,1,0,0,223,227,11,9,7,0,0,0,5,4,0,1,0
25,32,200,191,201,198,1,1,0,0,252,246,7,18,0,3,0,1,3,9,1,0,0
26,30,165,160,169,173,1,1,0,0,111,112,17,26,1,2,0,1,10,14,1,0,0
26,20,168,170,170,173,1,1,0,0,128,128,15,3,1,1,0,0,6,3,1,0,0
25,26,168,168,170,173,1,1,0,0,124,123,12,5,1,2,0,0,6,1,1,0,0
25,29,183,178,185,184,0,0,1,1,173,172,28,17,1,3,0,0,14,16,1,0,0
28,30,170,177,165,179,1,1,0,0,147,147,22,29,0,1,0,0,17,16,1,0,0
29,33,177,171,179,173,0,0,1,1,146,147,27,35,1,8,0,0,15,11,1,0,0
26,28,170,177,165,179,1,1,0,0,147,147,19,26,0,0,0,0,15,14,1,0,0
23,26,177,168,179,25,0,0,1,1,144,142,3,1,0,0,0,0,1,0,1,0,0
24,25,173,178,173,178,1,1,0,0,142,141,13,20,0,2,0,0,9,9,1,0,0
23,35,173,168,173,170,1,1,0,0,142,142,8,17,0,15,0,0,6,15,1,0,0
22,30,173,178,173,191,1,1,0,0,141,141,6,12,0,21,0,1,4,7,1,0,0
29,29,173,175,171,183,0,0,1,1,146,146,23,18,2,2,0,0,7,7,1,0,0
28,35,173,180,171,188,0,0,1,1,146,148,23,30,1,9,0,2,7,19,0,1,0
28,24,173,168,171,178,0,0,1,1,146,149,22,11,1,7,0,1,7,4,1,0,0
28,35,173,173,171,177,0,0,1,1,152,151,20,21,1,10,0,1,7,14,1,0,0
30,23,183,178,183,175,1,1,0,0,160,160,11,17,4,0,1,0,3,10,1,0,0
22,35,178,171,175,184,1,1,0,0,161,157,14,21,0,21,0,4,8,10,1,0,0
20,31,178,182,185,185,1,1,0,0,160,160,17,18,0,4,0,0,14,12,1,0,0
24,37,168,170,168,183,0,0,1,1,141,139,22,35,0,17,0,1,12,7,1,0,0